Province/State,Country,Lat,Long,Date,Value
,Albania,41.1533,20.1683,3/19/20,64
,Albania,41.1533,20.1683,3/18/20,59
,Albania,41.1533,20.1683,3/17/20,55
,Albania,41.1533,20.1683,3/16/20,51
,Albania,41.1533,20.1683,3/15/20,42
,Albania,41.1533,20.1683,3/14/20,38
,Albania,41.1533,20.1683,3/13/20,33
,Albania,41.1533,20.1683,3/12/20,23
,Albania,41.1533,20.1683,3/11/20,12
,Albania,41.1533,20.1683,3/10/20,10
,Albania,41.1533,20.1683,3/9/20,2
,Albania,41.1533,20.1683,3/8/20,0
,Albania,41.1533,20.1683,3/7/20,0
,Albania,41.1533,20.1683,3/6/20,0
,Albania,41.1533,20.1683,3/5/20,0
,Albania,41.1533,20.1683,3/4/20,0
,Albania,41.1533,20.1683,3/3/20,0
,Albania,41.1533,20.1683,3/2/20,0
,Albania,41.1533,20.1683,3/1/20,0
,Albania,41.1533,20.1683,2/29/20,0
,Albania,41.1533,20.1683,2/28/20,0
,Albania,41.1533,20.1683,2/27/20,0
,Albania,41.1533,20.1683,2/26/20,0
,Albania,41.1533,20.1683,2/25/20,0
,Albania,41.1533,20.1683,2/24/20,0
,Albania,41.1533,20.1683,2/23/20,0
,Albania,41.1533,20.1683,2/22/20,0
,Albania,41.1533,20.1683,2/21/20,0
,Albania,41.1533,20.1683,2/20/20,0
,Albania,41.1533,20.1683,2/19/20,0
,Albania,41.1533,20.1683,2/18/20,0
,Albania,41.1533,20.1683,2/17/20,0
,Albania,41.1533,20.1683,2/16/20,0
,Albania,41.1533,20.1683,2/15/20,0
,Albania,41.1533,20.1683,2/14/20,0
,Albania,41.1533,20.1683,2/13/20,0
,Albania,41.1533,20.1683,2/12/20,0
,Albania,41.1533,20.1683,2/11/20,0
,Albania,41.1533,20.1683,2/10/20,0
,Albania,41.1533,20.1683,2/9/20,0
,Albania,41.1533,20.1683,2/8/20,0
,Albania,41.1533,20.1683,2/7/20,0
,Albania,41.1533,20.1683,2/6/20,0
,Albania,41.1533,20.1683,2/5/20,0
,Albania,41.1533,20.1683,2/4/20,0
,Albania,41.1533,20.1683,2/3/20,0
,Albania,41.1533,20.1683,2/2/20,0
,Albania,41.1533,20.1683,2/1/20,0
,Albania,41.1533,20.1683,1/31/20,0
,Albania,41.1533,20.1683,1/30/20,0
,Albania,41.1533,20.1683,1/29/20,0
,Albania,41.1533,20.1683,1/28/20,0
,Albania,41.1533,20.1683,1/27/20,0
,Albania,41.1533,20.1683,1/26/20,0
,Albania,41.1533,20.1683,1/25/20,0
,Albania,41.1533,20.1683,1/24/20,0
,Albania,41.1533,20.1683,1/23/20,0
,Albania,41.1533,20.1683,1/22/20,0
,Algeria,28.0339,1.6596,3/25/20,302
,Algeria,28.0339,1.6596,3/24/20,264
,Algeria,28.0339,1.6596,3/23/20,230
,Algeria,28.0339,1.6596,3/22/20,201
,Algeria,28.0339,1.6596,3/21/20,139
,Algeria,28.0339,1.6596,3/20/20,90
,Algeria,28.0339,1.6596,3/19/20,87
,Algeria,28.0339,1.6596,3/18/20,74
,Algeria,28.0339,1.6596,3/17/20,60
,Algeria,28.0339,1.6596,3/16/20,54
,Algeria,28.0339,1.6596,3/15/20,48
,Algeria,28.0339,1.6596,3/14/20,37
,Algeria,28.0339,1.6596,3/13/20,26
,Algeria,28.0339,1.6596,3/12/20,24
,Algeria,28.0339,1.6596,3/11/20,20
,Algeria,28.0339,1.6596,3/10/20,20
,Algeria,28.0339,1.6596,3/9/20,20
,Algeria,28.0339,1.6596,3/8/20,19
,Algeria,28.0339,1.6596,3/7/20,17
,Algeria,28.0339,1.6596,3/6/20,17
,Algeria,28.0339,1.6596,3/5/20,12
,Algeria,28.0339,1.6596,3/4/20,12
,Algeria,28.0339,1.6596,3/3/20,5
,Algeria,28.0339,1.6596,3/2/20,3
,Algeria,28.0339,1.6596,3/1/20,1
,Algeria,28.0339,1.6596,2/29/20,1
,Algeria,28.0339,1.6596,2/28/20,1
,Algeria,28.0339,1.6596,2/27/20,1
,Algeria,28.0339,1.6596,2/26/20,1
,Algeria,28.0339,1.6596,2/25/20,1
,Algeria,28.0339,1.6596,2/24/20,0
,Algeria,28.0339,1.6596,2/23/20,0
,Algeria,28.0339,1.6596,2/22/20,0
,Algeria,28.0339,1.6596,2/21/20,0
,Algeria,28.0339,1.6596,2/20/20,0
,Algeria,28.0339,1.6596,2/19/20,0
,Algeria,28.0339,1.6596,2/18/20,0
,Algeria,28.0339,1.6596,2/17/20,0
,Algeria,28.0339,1.6596,2/16/20,0
,Algeria,28.0339,1.6596,2/15/20,0
,Algeria,28.0339,1.6596,2/14/20,0
,Algeria,28.0339,1.6596,2/13/20,0
,Algeria,28.0339,1.6596,2/12/20,0
,Algeria,28.0339,1.6596,2/11/20,0
,Algeria,28.0339,1.6596,2/10/20,0
,Algeria,28.0339,1.6596,2/9/20,0
,Algeria,28.0339,1.6596,2/8/20,0
,Algeria,28.0339,1.6596,2/7/20,0
,Algeria,28.0339,1.6596,2/6/20,0
,Algeria,28.0339,1.6596,2/5/20,0
,Algeria,28.0339,1.6596,2/4/20,0
,Algeria,28.0339,1.6596,2/3/20,0
,Algeria,28.0339,1.6596,2/2/20,0
,Algeria,28.0339,1.6596,2/1/20,0
,Algeria,28.0339,1.6596,1/31/20,0
,Algeria,28.0339,1.6596,1/30/20,0
,Algeria,28.0339,1.6596,1/29/20,0
,Algeria,28.0339,1.6596,1/28/20,0
,Algeria,28.0339,1.6596,1/27/20,0
,Algeria,28.0339,1.6596,1/26/20,0
,Algeria,28.0339,1.6596,1/25/20,0
,Algeria,28.0339,1.6596,1/24/20,0
,Algeria,28.0339,1.6596,1/23/20,0
,Algeria,28.0339,1.6596,1/22/20,0
,Andorra,42.5063,1.5218,3/25/20,188
,Andorra,42.5063,1.5218,3/24/20,164
,Andorra,42.5063,1.5218,3/23/20,133
,Andorra,42.5063,1.5218,3/22/20,113
,Andorra,42.5063,1.5218,3/21/20,88
,Andorra,42.5063,1.5218,3/20/20,75
,Andorra,42.5063,1.5218,3/19/20,53
,Andorra,42.5063,1.5218,3/18/20,39
,Andorra,42.5063,1.5218,3/17/20,39
,Andorra,42.5063,1.5218,3/16/20,2
,Andorra,42.5063,1.5218,3/15/20,1
,Andorra,42.5063,1.5218,3/14/20,1
,Andorra,42.5063,1.5218,3/13/20,1
,Andorra,42.5063,1.5218,3/12/20,1
,Andorra,42.5063,1.5218,3/11/20,1
,Andorra,42.5063,1.5218,3/10/20,1
,Andorra,42.5063,1.5218,3/9/20,1
,Andorra,42.5063,1.5218,3/8/20,1
,Andorra,42.5063,1.5218,3/7/20,1
,Andorra,42.5063,1.5218,3/6/20,1
,Andorra,42.5063,1.5218,3/5/20,1
,Andorra,42.5063,1.5218,3/4/20,1
,Andorra,42.5063,1.5218,3/3/20,1
,Andorra,42.5063,1.5218,3/2/20,1
,Andorra,42.5063,1.5218,3/1/20,0
,Andorra,42.5063,1.5218,2/29/20,0
,Andorra,42.5063,1.5218,2/28/20,0
,Andorra,42.5063,1.5218,2/27/20,0
,Andorra,42.5063,1.5218,2/26/20,0
,Andorra,42.5063,1.5218,2/25/20,0
,Andorra,42.5063,1.5218,2/24/20,0
,Andorra,42.5063,1.5218,2/23/20,0
,Andorra,42.5063,1.5218,2/22/20,0
,Andorra,42.5063,1.5218,2/21/20,0
,Andorra,42.5063,1.5218,2/20/20,0
,Andorra,42.5063,1.5218,2/19/20,0
,Andorra,42.5063,1.5218,2/18/20,0
,Andorra,42.5063,1.5218,2/17/20,0
,Andorra,42.5063,1.5218,2/16/20,0
,Andorra,42.5063,1.5218,2/15/20,0
,Andorra,42.5063,1.5218,2/14/20,0
,Andorra,42.5063,1.5218,2/13/20,0
,Andorra,42.5063,1.5218,2/12/20,0
,Andorra,42.5063,1.5218,2/11/20,0
,Andorra,42.5063,1.5218,2/10/20,0
,Andorra,42.5063,1.5218,2/9/20,0
,Andorra,42.5063,1.5218,2/8/20,0
,Andorra,42.5063,1.5218,2/7/20,0
,Andorra,42.5063,1.5218,2/6/20,0
,Andorra,42.5063,1.5218,2/5/20,0
,Andorra,42.5063,1.5218,2/4/20,0
,Andorra,42.5063,1.5218,2/3/20,0
,Andorra,42.5063,1.5218,2/2/20,0
,Andorra,42.5063,1.5218,2/1/20,0
,Andorra,42.5063,1.5218,1/31/20,0
,Andorra,42.5063,1.5218,1/30/20,0
,Andorra,42.5063,1.5218,1/29/20,0
,Andorra,42.5063,1.5218,1/28/20,0
,Andorra,42.5063,1.5218,1/27/20,0
,Andorra,42.5063,1.5218,1/26/20,0
,Andorra,42.5063,1.5218,1/25/20,0
,Andorra,42.5063,1.5218,1/24/20,0
,Andorra,42.5063,1.5218,1/23/20,0
,Andorra,42.5063,1.5218,1/22/20,0
,Angola,-11.2027,17.8739,3/25/20,3
,Angola,-11.2027,17.8739,3/24/20,3
,Angola,-11.2027,17.8739,3/23/20,3
,Angola,-11.2027,17.8739,3/22/20,2
,Angola,-11.2027,17.8739,3/21/20,2
,Angola,-11.2027,17.8739,3/20/20,1
,Angola,-11.2027,17.8739,3/19/20,0
,Angola,-11.2027,17.8739,3/18/20,0
,Angola,-11.2027,17.8739,3/17/20,0
,Angola,-11.2027,17.8739,3/16/20,0
,Angola,-11.2027,17.8739,3/15/20,0
,Angola,-11.2027,17.8739,3/14/20,0
,Angola,-11.2027,17.8739,3/13/20,0
,Angola,-11.2027,17.8739,3/12/20,0
,Angola,-11.2027,17.8739,3/11/20,0
,Angola,-11.2027,17.8739,3/10/20,0
,Angola,-11.2027,17.8739,3/9/20,0
,Angola,-11.2027,17.8739,3/8/20,0
,Angola,-11.2027,17.8739,3/7/20,0
,Angola,-11.2027,17.8739,3/6/20,0
,Angola,-11.2027,17.8739,3/5/20,0
,Angola,-11.2027,17.8739,3/4/20,0
,Angola,-11.2027,17.8739,3/3/20,0
,Angola,-11.2027,17.8739,3/2/20,0
,Angola,-11.2027,17.8739,3/1/20,0
,Angola,-11.2027,17.8739,2/29/20,0
,Angola,-11.2027,17.8739,2/28/20,0
,Angola,-11.2027,17.8739,2/27/20,0
,Angola,-11.2027,17.8739,2/26/20,0
,Angola,-11.2027,17.8739,2/25/20,0
,Angola,-11.2027,17.8739,2/24/20,0
,Angola,-11.2027,17.8739,2/23/20,0
,Angola,-11.2027,17.8739,2/22/20,0
,Angola,-11.2027,17.8739,2/21/20,0
,Angola,-11.2027,17.8739,2/20/20,0
,Angola,-11.2027,17.8739,2/19/20,0
,Angola,-11.2027,17.8739,2/18/20,0
,Angola,-11.2027,17.8739,2/17/20,0
,Angola,-11.2027,17.8739,2/16/20,0
,Angola,-11.2027,17.8739,2/15/20,0
,Angola,-11.2027,17.8739,2/14/20,0
,Angola,-11.2027,17.8739,2/13/20,0
,Angola,-11.2027,17.8739,2/12/20,0
,Angola,-11.2027,17.8739,2/11/20,0
,Angola,-11.2027,17.8739,2/10/20,0
,Angola,-11.2027,17.8739,2/9/20,0
,Angola,-11.2027,17.8739,2/8/20,0
,Angola,-11.2027,17.8739,2/7/20,0
,Angola,-11.2027,17.8739,2/6/20,0
,Angola,-11.2027,17.8739,2/5/20,0
,Angola,-11.2027,17.8739,2/4/20,0
,Angola,-11.2027,17.8739,2/3/20,0
,Angola,-11.2027,17.8739,2/2/20,0
,Angola,-11.2027,17.8739,2/1/20,0
,Angola,-11.2027,17.8739,1/31/20,0
,Angola,-11.2027,17.8739,1/30/20,0
,Angola,-11.2027,17.8739,1/29/20,0
,Angola,-11.2027,17.8739,1/28/20,0
,Angola,-11.2027,17.8739,1/27/20,0
,Angola,-11.2027,17.8739,1/26/20,0
,Angola,-11.2027,17.8739,1/25/20,0
,Angola,-11.2027,17.8739,1/24/20,0
,Angola,-11.2027,17.8739,1/23/20,0
,Angola,-11.2027,17.8739,1/22/20,0
,Antigua and Barbuda,17.0608,-61.7964,3/25/20,3
,Antigua and Barbuda,17.0608,-61.7964,3/24/20,3
,Antigua and Barbuda,17.0608,-61.7964,3/23/20,3
,Antigua and Barbuda,17.0608,-61.7964,3/22/20,1
,Antigua and Barbuda,17.0608,-61.7964,3/21/20,1
,Antigua and Barbuda,17.0608,-61.7964,3/20/20,1
,Antigua and Barbuda,17.0608,-61.7964,3/19/20,1
,Antigua and Barbuda,17.0608,-61.7964,3/18/20,1
,Antigua and Barbuda,17.0608,-61.7964,3/17/20,1
,Antigua and Barbuda,17.0608,-61.7964,3/16/20,1
,Antigua and Barbuda,17.0608,-61.7964,3/15/20,1
,Antigua and Barbuda,17.0608,-61.7964,3/14/20,1
,Antigua and Barbuda,17.0608,-61.7964,3/13/20,1
,Antigua and Barbuda,17.0608,-61.7964,3/12/20,0
,Antigua and Barbuda,17.0608,-61.7964,3/11/20,0
,Antigua and Barbuda,17.0608,-61.7964,3/10/20,0
,Antigua and Barbuda,17.0608,-61.7964,3/9/20,0
,Antigua and Barbuda,17.0608,-61.7964,3/8/20,0
,Antigua and Barbuda,17.0608,-61.7964,3/7/20,0
,Antigua and Barbuda,17.0608,-61.7964,3/6/20,0
,Antigua and Barbuda,17.0608,-61.7964,3/5/20,0
,Antigua and Barbuda,17.0608,-61.7964,3/4/20,0
,Antigua and Barbuda,17.0608,-61.7964,3/3/20,0
,Antigua and Barbuda,17.0608,-61.7964,3/2/20,0
,Antigua and Barbuda,17.0608,-61.7964,3/1/20,0
,Antigua and Barbuda,17.0608,-61.7964,2/29/20,0
,Antigua and Barbuda,17.0608,-61.7964,2/28/20,0
,Antigua and Barbuda,17.0608,-61.7964,2/27/20,0
,Antigua and Barbuda,17.0608,-61.7964,2/26/20,0
,Antigua and Barbuda,17.0608,-61.7964,2/25/20,0
,Antigua and Barbuda,17.0608,-61.7964,2/24/20,0
,Antigua and Barbuda,17.0608,-61.7964,2/23/20,0
,Antigua and Barbuda,17.0608,-61.7964,2/22/20,0
,Antigua and Barbuda,17.0608,-61.7964,2/21/20,0
,Antigua and Barbuda,17.0608,-61.7964,2/20/20,0
,Antigua and Barbuda,17.0608,-61.7964,2/19/20,0
,Antigua and Barbuda,17.0608,-61.7964,2/18/20,0
,Antigua and Barbuda,17.0608,-61.7964,2/17/20,0
,Antigua and Barbuda,17.0608,-61.7964,2/16/20,0
,Antigua and Barbuda,17.0608,-61.7964,2/15/20,0
,Antigua and Barbuda,17.0608,-61.7964,2/14/20,0
,Antigua and Barbuda,17.0608,-61.7964,2/13/20,0
,Antigua and Barbuda,17.0608,-61.7964,2/12/20,0
,Antigua and Barbuda,17.0608,-61.7964,2/11/20,0
,Antigua and Barbuda,17.0608,-61.7964,2/10/20,0
,Antigua and Barbuda,17.0608,-61.7964,2/9/20,0
,Antigua and Barbuda,17.0608,-61.7964,2/8/20,0
,Antigua and Barbuda,17.0608,-61.7964,2/7/20,0
,Antigua and Barbuda,17.0608,-61.7964,2/6/20,0
,Antigua and Barbuda,17.0608,-61.7964,2/5/20,0
,Antigua and Barbuda,17.0608,-61.7964,2/4/20,0
,Antigua and Barbuda,17.0608,-61.7964,2/3/20,0
,Antigua and Barbuda,17.0608,-61.7964,2/2/20,0
,Antigua and Barbuda,17.0608,-61.7964,2/1/20,0
,Antigua and Barbuda,17.0608,-61.7964,1/31/20,0
,Antigua and Barbuda,17.0608,-61.7964,1/30/20,0
,Antigua and Barbuda,17.0608,-61.7964,1/29/20,0
,Antigua and Barbuda,17.0608,-61.7964,1/28/20,0
,Antigua and Barbuda,17.0608,-61.7964,1/27/20,0
,Antigua and Barbuda,17.0608,-61.7964,1/26/20,0
,Antigua and Barbuda,17.0608,-61.7964,1/25/20,0
,Antigua and Barbuda,17.0608,-61.7964,1/24/20,0
,Antigua and Barbuda,17.0608,-61.7964,1/23/20,0
,Antigua and Barbuda,17.0608,-61.7964,1/22/20,0
,Argentina,-38.4161,-63.6167,3/25/20,387
,Argentina,-38.4161,-63.6167,3/24/20,387
,Argentina,-38.4161,-63.6167,3/23/20,301
,Argentina,-38.4161,-63.6167,3/22/20,266
,Argentina,-38.4161,-63.6167,3/21/20,158
,Argentina,-38.4161,-63.6167,3/20/20,128
,Argentina,-38.4161,-63.6167,3/19/20,97
,Argentina,-38.4161,-63.6167,3/18/20,79
,Argentina,-38.4161,-63.6167,3/17/20,68
,Argentina,-38.4161,-63.6167,3/16/20,56
,Argentina,-38.4161,-63.6167,3/15/20,45
,Argentina,-38.4161,-63.6167,3/14/20,34
,Argentina,-38.4161,-63.6167,3/13/20,31
,Argentina,-38.4161,-63.6167,3/12/20,19
,Argentina,-38.4161,-63.6167,3/11/20,19
,Argentina,-38.4161,-63.6167,3/10/20,17
,Argentina,-38.4161,-63.6167,3/9/20,12
,Argentina,-38.4161,-63.6167,3/8/20,12
,Argentina,-38.4161,-63.6167,3/7/20,8
,Argentina,-38.4161,-63.6167,3/6/20,2
,Argentina,-38.4161,-63.6167,3/5/20,1
,Argentina,-38.4161,-63.6167,3/4/20,1
,Argentina,-38.4161,-63.6167,3/3/20,1
,Argentina,-38.4161,-63.6167,3/2/20,0
,Argentina,-38.4161,-63.6167,3/1/20,0
,Argentina,-38.4161,-63.6167,2/29/20,0
,Argentina,-38.4161,-63.6167,2/28/20,0
,Argentina,-38.4161,-63.6167,2/27/20,0
,Argentina,-38.4161,-63.6167,2/26/20,0
,Argentina,-38.4161,-63.6167,2/25/20,0
,Argentina,-38.4161,-63.6167,2/24/20,0
,Argentina,-38.4161,-63.6167,2/23/20,0
,Argentina,-38.4161,-63.6167,2/22/20,0
,Argentina,-38.4161,-63.6167,2/21/20,0
,Argentina,-38.4161,-63.6167,2/20/20,0
,Argentina,-38.4161,-63.6167,2/19/20,0
,Argentina,-38.4161,-63.6167,2/18/20,0
,Argentina,-38.4161,-63.6167,2/17/20,0
,Argentina,-38.4161,-63.6167,2/16/20,0
,Argentina,-38.4161,-63.6167,2/15/20,0
,Argentina,-38.4161,-63.6167,2/14/20,0
,Argentina,-38.4161,-63.6167,2/13/20,0
,Argentina,-38.4161,-63.6167,2/12/20,0
,Argentina,-38.4161,-63.6167,2/11/20,0
,Argentina,-38.4161,-63.6167,2/10/20,0
,Argentina,-38.4161,-63.6167,2/9/20,0
,Argentina,-38.4161,-63.6167,2/8/20,0
,Argentina,-38.4161,-63.6167,2/7/20,0
,Argentina,-38.4161,-63.6167,2/6/20,0
,Argentina,-38.4161,-63.6167,2/5/20,0
,Argentina,-38.4161,-63.6167,2/4/20,0
,Argentina,-38.4161,-63.6167,2/3/20,0
,Argentina,-38.4161,-63.6167,2/2/20,0
,Argentina,-38.4161,-63.6167,2/1/20,0
,Argentina,-38.4161,-63.6167,1/31/20,0
,Argentina,-38.4161,-63.6167,1/30/20,0
,Argentina,-38.4161,-63.6167,1/29/20,0
,Argentina,-38.4161,-63.6167,1/28/20,0
,Argentina,-38.4161,-63.6167,1/27/20,0
,Argentina,-38.4161,-63.6167,1/26/20,0
,Argentina,-38.4161,-63.6167,1/25/20,0
,Argentina,-38.4161,-63.6167,1/24/20,0
,Argentina,-38.4161,-63.6167,1/23/20,0
,Argentina,-38.4161,-63.6167,1/22/20,0
,Armenia,40.0691,45.0382,3/25/20,265
,Armenia,40.0691,45.0382,3/24/20,249
,Armenia,40.0691,45.0382,3/23/20,235
,Armenia,40.0691,45.0382,3/22/20,194
,Armenia,40.0691,45.0382,3/21/20,160
,Armenia,40.0691,45.0382,3/20/20,136
,Armenia,40.0691,45.0382,3/19/20,115
,Armenia,40.0691,45.0382,3/18/20,84
,Armenia,40.0691,45.0382,3/17/20,78
,Armenia,40.0691,45.0382,3/16/20,52
,Armenia,40.0691,45.0382,3/15/20,26
,Armenia,40.0691,45.0382,3/14/20,18
,Armenia,40.0691,45.0382,3/13/20,8
,Armenia,40.0691,45.0382,3/12/20,4
,Armenia,40.0691,45.0382,3/11/20,1
,Armenia,40.0691,45.0382,3/10/20,1
,Armenia,40.0691,45.0382,3/9/20,1
,Armenia,40.0691,45.0382,3/8/20,1
,Armenia,40.0691,45.0382,3/7/20,1
,Armenia,40.0691,45.0382,3/6/20,1
,Armenia,40.0691,45.0382,3/5/20,1
,Armenia,40.0691,45.0382,3/4/20,1
,Armenia,40.0691,45.0382,3/3/20,1
,Armenia,40.0691,45.0382,3/2/20,1
,Armenia,40.0691,45.0382,3/1/20,1
,Armenia,40.0691,45.0382,2/29/20,0
,Armenia,40.0691,45.0382,2/28/20,0
,Armenia,40.0691,45.0382,2/27/20,0
,Armenia,40.0691,45.0382,2/26/20,0
,Armenia,40.0691,45.0382,2/25/20,0
,Armenia,40.0691,45.0382,2/24/20,0
,Armenia,40.0691,45.0382,2/23/20,0
,Armenia,40.0691,45.0382,2/22/20,0
,Armenia,40.0691,45.0382,2/21/20,0
,Armenia,40.0691,45.0382,2/20/20,0
,Armenia,40.0691,45.0382,2/19/20,0
,Armenia,40.0691,45.0382,2/18/20,0
,Armenia,40.0691,45.0382,2/17/20,0
,Armenia,40.0691,45.0382,2/16/20,0
,Armenia,40.0691,45.0382,2/15/20,0
,Armenia,40.0691,45.0382,2/14/20,0
,Armenia,40.0691,45.0382,2/13/20,0
,Armenia,40.0691,45.0382,2/12/20,0
,Armenia,40.0691,45.0382,2/11/20,0
,Armenia,40.0691,45.0382,2/10/20,0
,Armenia,40.0691,45.0382,2/9/20,0
,Armenia,40.0691,45.0382,2/8/20,0
,Armenia,40.0691,45.0382,2/7/20,0
,Armenia,40.0691,45.0382,2/6/20,0
,Armenia,40.0691,45.0382,2/5/20,0
,Armenia,40.0691,45.0382,2/4/20,0
,Armenia,40.0691,45.0382,2/3/20,0
,Armenia,40.0691,45.0382,2/2/20,0
,Armenia,40.0691,45.0382,2/1/20,0
,Armenia,40.0691,45.0382,1/31/20,0
,Armenia,40.0691,45.0382,1/30/20,0
,Armenia,40.0691,45.0382,1/29/20,0
,Armenia,40.0691,45.0382,1/28/20,0
,Armenia,40.0691,45.0382,1/27/20,0
,Armenia,40.0691,45.0382,1/26/20,0
,Armenia,40.0691,45.0382,1/25/20,0
,Armenia,40.0691,45.0382,1/24/20,0
,Armenia,40.0691,45.0382,1/23/20,0
,Armenia,40.0691,45.0382,1/22/20,0
Australian Capital Territory,Australia,-35.4735,149.0124,3/25/20,39
Australian Capital Territory,Australia,-35.4735,149.0124,3/24/20,39
Australian Capital Territory,Australia,-35.4735,149.0124,3/23/20,32
Australian Capital Territory,Australia,-35.4735,149.0124,3/22/20,19
Australian Capital Territory,Australia,-35.4735,149.0124,3/21/20,9
Australian Capital Territory,Australia,-35.4735,149.0124,3/20/20,6
Australian Capital Territory,Australia,-35.4735,149.0124,3/19/20,4
Australian Capital Territory,Australia,-35.4735,149.0124,3/18/20,3
Australian Capital Territory,Australia,-35.4735,149.0124,3/17/20,2
Australian Capital Territory,Australia,-35.4735,149.0124,3/16/20,2
Australian Capital Territory,Australia,-35.4735,149.0124,3/15/20,1
Australian Capital Territory,Australia,-35.4735,149.0124,3/14/20,1
Australian Capital Territory,Australia,-35.4735,149.0124,3/13/20,1
Australian Capital Territory,Australia,-35.4735,149.0124,3/12/20,0
Australian Capital Territory,Australia,-35.4735,149.0124,3/11/20,0
Australian Capital Territory,Australia,-35.4735,149.0124,3/10/20,0
Australian Capital Territory,Australia,-35.4735,149.0124,3/9/20,0
Australian Capital Territory,Australia,-35.4735,149.0124,3/8/20,0
Australian Capital Territory,Australia,-35.4735,149.0124,3/7/20,0
Australian Capital Territory,Australia,-35.4735,149.0124,3/6/20,0
Australian Capital Territory,Australia,-35.4735,149.0124,3/5/20,0
Australian Capital Territory,Australia,-35.4735,149.0124,3/4/20,0
Australian Capital Territory,Australia,-35.4735,149.0124,3/3/20,0
Australian Capital Territory,Australia,-35.4735,149.0124,3/2/20,0
Australian Capital Territory,Australia,-35.4735,149.0124,3/1/20,0
Australian Capital Territory,Australia,-35.4735,149.0124,2/29/20,0
Australian Capital Territory,Australia,-35.4735,149.0124,2/28/20,0
Australian Capital Territory,Australia,-35.4735,149.0124,2/27/20,0
Australian Capital Territory,Australia,-35.4735,149.0124,2/26/20,0
Australian Capital Territory,Australia,-35.4735,149.0124,2/25/20,0
Australian Capital Territory,Australia,-35.4735,149.0124,2/24/20,0
Australian Capital Territory,Australia,-35.4735,149.0124,2/23/20,0
Australian Capital Territory,Australia,-35.4735,149.0124,2/22/20,0
Australian Capital Territory,Australia,-35.4735,149.0124,2/21/20,0
Australian Capital Territory,Australia,-35.4735,149.0124,2/20/20,0
Australian Capital Territory,Australia,-35.4735,149.0124,2/19/20,0
Australian Capital Territory,Australia,-35.4735,149.0124,2/18/20,0
Australian Capital Territory,Australia,-35.4735,149.0124,2/17/20,0
Australian Capital Territory,Australia,-35.4735,149.0124,2/16/20,0
Australian Capital Territory,Australia,-35.4735,149.0124,2/15/20,0
Australian Capital Territory,Australia,-35.4735,149.0124,2/14/20,0
Australian Capital Territory,Australia,-35.4735,149.0124,2/13/20,0
